Region,Year,Month,Day,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU)
Southern,2018,5,5,631.61,665.21,52.96,57.91
Eastern,2018,5,5,469.21,542.87,46.26,59.1
NorthEastern,2018,5,5,30.13,34.38,13.75,12.04
Northern,2018,5,6,629.44,587.77,244.89,172.61
Western,2018,5,6,"1,221.10","1,228.22",23.41,33.04
Southern,2018,5,6,631.61,627.44,52.96,40.55
Eastern,2018,5,6,469.21,533.29,46.26,42.2
NorthEastern,2018,5,6,30.13,33.58,13.75,10.84
Northern,2018,5,7,629.44,647.10,244.89,168.79
Western,2018,5,7,"1,221.10","1,232.29",23.41,48.31
Southern,2018,5,7,631.61,638.61,52.96,53.81
Eastern,2018,5,7,469.21,528.50,46.26,56.69
NorthEastern,2018,5,7,30.13,34.05,13.75,12.23
Northern,2018,5,8,629.44,596.53,244.89,176.63
Western,2018,5,8,"1,221.10","1,254.69",23.41,50.59
Southern,2018,5,8,631.61,634.41,52.96,44.14
Eastern,2018,5,8,469.21,514.01,46.26,66.4
NorthEastern,2018,5,8,30.13,32.72,13.75,12.76
Northern,2018,5,9,629.28,633.71,244.89,169.16
Western,2018,5,9,"1,223.75","1,275.69",23.41,51.79
Southern,2018,5,9,631.61,622.62,52.96,46.71
Eastern,2018,5,9,470.30,518.65,46.26,61.0
NorthEastern,2018,5,9,30.13,31.38,13.75,13.81
Northern,2018,5,10,632.08,660.58,244.89,156.48
Western,2018,5,10,"1,223.75","1,283.29",23.41,59.26
Southern,2018,5,10,631.61,644.19,52.96,49.54
Eastern,2018,5,10,470.30,521.92,46.26,64.4
NorthEastern,2018,5,10,30.13,33.69,13.75,13.14
Northern,2018,5,11,632.92,682.40,244.89,158.59
Western,2018,5,11,"1,217.95","1,301.29",23.41,23.23
Southern,2018,5,11,641.09,640.76,52.96,46.66
Eastern,2018,5,11,470.30,514.63,46.26,57.87
NorthEastern,2018,5,11,30.13,35.33,13.75,12.35
Northern,2018,5,12,632.92,674.11,244.89,179.13
Western,2018,5,12,"1,217.95","1,264.19",23.41,27.78
Southern,2018,5,12,641.09,620.25,52.96,31.37
Eastern,2018,5,12,470.30,497.06,46.26,44.54
NorthEastern,2018,5,12,30.13,35.40,13.75,13.05
Northern,2018,5,13,632.92,622.57,244.89,184.35
Western,2018,5,13,"1,217.95","1,219.35",23.41,30.57
Southern,2018,5,13,641.09,601.86,52.96,26.44
Eastern,2018,5,13,470.30,476.61,46.26,40.7
NorthEastern,2018,5,13,30.13,32.91,13.75,14.64
Northern,2018,5,14,632.92,531.01,244.89,192.18
Western,2018,5,14,"1,217.95","1,261.58",23.41,34.98
Southern,2018,5,14,641.09,610.52,52.96,42.41
Eastern,2018,5,14,470.30,432.32,46.26,39.58
NorthEastern,2018,5,14,30.13,32.97,13.75,14.19
Northern,2018,5,15,636.36,632.85,244.89,185.28
Western,2018,5,15,"1,211.95","1,299.81",23.41,40.73
Southern,2018,5,15,641.09,647.91,52.96,50.81
Eastern,2018,5,15,466.59,489.72,46.26,44.36
NorthEastern,2018,5,15,30.13,29.47,13.75,13.33
Northern,2018,5,16,645.24,666.69,244.89,180.51
Western,2018,5,16,"1,223.20","1,285.64",23.41,35.03
Southern,2018,5,16,641.09,654.02,52.96,50.89
Eastern,2018,5,16,466.59,488.95,46.26,51.4
NorthEastern,2018,5,16,30.13,26.78,13.75,14.2
Northern,2018,5,17,645.24,688.03,244.89,189.05
Western,2018,5,17,"1,223.20","1,302.29",23.41,35.73
Southern,2018,5,17,641.09,664.61,52.96,44.96
Eastern,2018,5,17,466.59,483.58,46.26,48.78
NorthEastern,2018,5,17,30.13,28.17,13.75,14.84
Northern,2018,5,18,647.45,704.28,244.89,197.16
Western,2018,5,18,"1,223.20","1,287.51",23.41,27.77
Southern,2018,5,18,641.09,647.20,52.96,54.22
Eastern,2018,5,18,466.59,492.28,46.26,52.24
NorthEastern,2018,5,18,30.13,24.64,13.75,14.76
Northern,2018,5,19,649.43,714.48,244.89,169.72
Western,2018,5,19,"1,223.20","1,299.49",23.41,48.35
Southern,2018,5,19,641.09,633.41,52.96,54.56
Eastern,2018,5,19,466.59,480.38,46.26,55.29
NorthEastern,2018,5,19,30.13,29.24,13.75,14.46
Northern,2018,5,20,646.95,713.14,244.89,178.7
Western,2018,5,20,"1,223.20","1,270.62",23.41,38.87
Southern,2018,5,20,641.09,557.74,52.96,32.71
Eastern,2018,5,20,476.59,484.70,46.26,45.96
NorthEastern,2018,5,20,30.13,29.42,13.75,14.45
Northern,2018,5,21,646.95,728.05,244.89,190.86
Western,2018,5,21,"1,220.65","1,309.83",23.41,30.43
Southern,2018,5,21,641.09,628.55,52.96,47.01
Eastern,2018,5,21,476.59,509.25,46.26,53.83
NorthEastern,2018,5,21,30.13,29.94,13.75,13.54
Northern,2018,5,22,646.95,760.51,244.89,206.6
Western,2018,5,22,"1,223.44","1,361.97",23.41,25.75
Southern,2018,5,22,637.09,660.77,52.96,48.55
Eastern,2018,5,22,476.59,518.57,46.26,50.2
NorthEastern,2018,5,22,30.13,30.24,13.75,14.31
Northern,2018,5,23,647.32,782.50,244.89,220.91
Western,2018,5,23,"1,223.44","1,331.94",23.41,34.19
Southern,2018,5,23,637.09,667.73,52.96,41.13
Eastern,2018,5,23,476.59,513.14,46.26,55.56
NorthEastern,2018,5,23,30.13,29.26,13.75,14.73
Northern,2018,5,24,647.32,763.24,244.89,220.54
Western,2018,5,24,"1,223.44","1,325.32",23.41,24.36
Southern,2018,5,24,632.48,653.06,52.96,38.16
Eastern,2018,5,24,476.59,514.61,46.26,66.9
NorthEastern,2018,5,24,30.13,31.49,13.75,14.47
Northern,2018,5,25,647.32,737.49,244.89,222.94
Western,2018,5,25,"1,206.19","1,317.08",23.41,20.28
Southern,2018,5,25,632.48,631.44,52.96,39.48
Eastern,2018,5,25,476.59,520.60,46.26,74.99
NorthEastern,2018,5,25,30.13,34.45,13.75,17.36
Northern,2018,5,26,647.32,732.18,244.89,228.26
Western,2018,5,26,"1,211.36","1,319.06",23.41,33.34
Southern,2018,5,26,632.48,640.71,52.96,54.11
Eastern,2018,5,26,476.59,506.77,46.26,74.76
NorthEastern,2018,5,26,30.13,33.91,13.75,18.37
Northern,2018,5,27,647.32,740.48,244.89,221.04
Western,2018,5,27,"1,211.36","1,276.51",23.41,27.67
Southern,2018,5,27,637.08,621.90,52.96,35.39
Eastern,2018,5,27,476.59,510.32,46.26,78.56
NorthEastern,2018,5,27,30.13,32.44,13.75,21.78
Northern,2018,5,28,648.94,769.71,244.89,211.24
Western,2018,5,28,"1,211.36","1,301.68",23.41,24.49
Southern,2018,5,28,637.08,631.68,52.96,44.06
Eastern,2018,5,28,476.59,520.07,46.26,73.34
NorthEastern,2018,5,28,30.13,35.85,13.75,19.73
Northern,2018,5,29,648.94,770.38,244.89,204.61
Western,2018,5,29,"1,211.36","1,287.80",23.41,16.81
Southern,2018,5,29,637.08,592.21,52.96,38.0
Eastern,2018,5,29,476.59,493.20,46.26,65.54
NorthEastern,2018,5,29,30.13,33.52,13.75,20.81
Northern,2018,5,30,649.80,744.44,244.89,215.04
Western,2018,5,30,"1,211.36","1,297.36",23.41,17.61
Southern,2018,5,30,637.08,607.05,52.96,42.75
Eastern,2018,5,30,476.59,524.74,46.26,69.76
NorthEastern,2018,5,30,30.13,34.44,13.75,18.73
Northern,2018,5,31,649.80,774.24,244.89,235.33
Western,2018,5,31,"1,211.36","1,283.49",23.41,28.23
Southern,2018,5,31,637.08,623.43,52.96,51.94
Eastern,2018,5,31,476.59,527.71,46.26,58.87
NorthEastern,2018,5,31,30.13,30.54,13.75,18.05
Northern,2018,6,1,649.77,706.63,303.99,249.64
Western,2018,6,1,"1,156.93","1,292.17",16.99,25.01
Southern,2018,6,1,600.53,603.25,38.45,43.49
Eastern,2018,6,1,469.15,483.39,53.41,58.0
NorthEastern,2018,6,1,30.25,30.23,21.71,16.93
Northern,2018,6,2,647.41,605.58,303.99,267.69
Western,2018,6,2,"1,156.93","1,272.91",16.99,18.79
Southern,2018,6,2,600.53,599.01,38.45,34.02
Eastern,2018,6,2,469.15,507.59,53.41,63.95
NorthEastern,2018,6,2,30.25,29.52,21.71,14.84
Northern,2018,6,3,647.41,602.32,303.99,294.3
Western,2018,6,3,"1,156.93","1,209.11",16.99,10.44
Southern,2018,6,3,600.53,550.42,38.45,28.46
Eastern,2018,6,3,469.15,487.41,53.41,68.46
NorthEastern,2018,6,3,30.25,29.99,21.71,16.78
Northern,2018,6,4,651.38,678.10,303.99,305.08
Western,2018,6,4,"1,156.67","1,244.30",16.99,18.1
Southern,2018,6,4,600.53,556.96,38.45,40.36
Eastern,2018,6,4,469.15,525.96,53.41,64.55
NorthEastern,2018,6,4,30.25,32.50,21.71,15.13
Northern,2018,6,5,651.38,689.01,303.99,307.86
Western,2018,6,5,"1,156.67","1,270.90",16.99,13.37
Southern,2018,6,5,600.53,552.27,38.45,38.63
Eastern,2018,6,5,469.15,524.25,53.41,69.79
NorthEastern,2018,6,5,30.25,32.70,21.71,15.72
Northern,2018,6,6,651.38,630.30,303.99,316.05
Western,2018,6,6,"1,166.67","1,258.31",16.99,17.97
Southern,2018,6,6,604.53,527.48,38.45,35.51
Eastern,2018,6,6,469.15,511.67,53.41,71.48
NorthEastern,2018,6,6,30.25,32.19,21.71,16.49
Northern,2018,6,7,663.59,662.52,303.99,259.48
Western,2018,6,7,"1,162.17","1,248.36",16.99,16.88
Southern,2018,6,7,604.53,501.49,38.45,29.5
Eastern,2018,6,7,469.15,501.19,53.41,76.04
NorthEastern,2018,6,7,30.25,31.07,21.71,18.21
Northern,2018,6,8,663.59,661.81,303.99,306.63
Western,2018,6,8,"1,162.17","1,124.73",16.99,9.97
Southern,2018,6,8,604.53,484.09,38.45,23.51
Eastern,2018,6,8,469.15,477.02,53.41,67.67
NorthEastern,2018,6,8,30.25,31.94,21.71,16.52
Northern,2018,6,9,663.59,573.06,303.99,300.49
Western,2018,6,9,"1,165.40",967.00,16.99,12.09
Southern,2018,6,9,604.53,448.11,38.45,31.75
Eastern,2018,6,9,472.92,446.31,53.41,65.61
NorthEastern,2018,6,9,30.25,31.01,21.71,15.9
Northern,2018,6,10,671.90,530.41,303.99,305.43
Western,2018,6,10,"1,165.40","1,031.10",16.99,8.56
Southern,2018,6,10,604.53,403.70,38.45,39.58
Eastern,2018,6,10,472.92,420.78,53.41,64.56
NorthEastern,2018,6,10,30.25,31.60,21.71,14.53
Northern,2018,6,11,667.80,607.20,303.99,320.49
Western,2018,6,11,"1,165.40","1,154.16",16.99,12.17
Southern,2018,6,11,604.53,417.34,38.45,51.39
Eastern,2018,6,11,472.92,451.72,53.41,65.75
NorthEastern,2018,6,11,30.25,30.15,21.71,15.94
Northern,2018,6,12,667.80,651.67,303.99,397.38
Western,2018,6,12,"1,159.95","1,137.67",16.99,13.19
Southern,2018,6,12,604.53,431.26,38.45,51.51
Eastern,2018,6,12,469.74,461.16,53.41,60.64
NorthEastern,2018,6,12,30.25,30.03,21.71,18.4
Northern,2018,6,13,667.80,648.18,303.99,334.69
Western,2018,6,13,"1,150.87","1,079.67",16.99,13.79
Southern,2018,6,13,604.53,431.12,38.45,53.25
Eastern,2018,6,13,469.74,467.83,53.41,66.02
NorthEastern,2018,6,13,30.25,27.60,21.71,25.28
Northern,2018,6,14,667.80,658.22,303.99,288.77
Western,2018,6,14,"1,150.87","1,066.93",16.99,21.32
Southern,2018,6,14,604.53,468.01,38.45,67.34
Eastern,2018,6,14,469.74,467.11,53.41,72.36
NorthEastern,2018,6,14,30.25,28.28,21.71,26.4
Northern,2018,6,15,667.80,672.15,303.99,308.07
Western,2018,6,15,"1,153.43","1,163.52",16.99,17.2
Southern,2018,6,15,581.60,501.66,38.45,58.46
Eastern,2018,6,15,469.74,480.35,53.41,72.96
NorthEastern,2018,6,15,30.25,28.58,21.71,27.87
Northern,2018,6,16,667.80,643.51,303.99,310.01
Western,2018,6,16,"1,138.23","1,163.32",16.99,10.16
Southern,2018,6,16,585.20,492.54,38.45,50.41
Eastern,2018,6,16,469.74,479.14,53.41,77.03
NorthEastern,2018,6,16,30.25,27.92,21.71,28.76
Northern,2018,6,17,667.80,534.96,303.99,280.67
Western,2018,6,17,"1,138.23","1,139.35",16.99,8.94
Southern,2018,6,17,585.20,454.53,38.45,45.06
Eastern,2018,6,17,469.74,445.32,53.41,67.91
NorthEastern,2018,6,17,30.25,29.21,21.71,28.0
Northern,2018,6,18,667.80,602.20,303.99,265.86
Western,2018,6,18,"1,140.92","1,215.85",16.99,13.08
Southern,2018,6,18,585.20,508.88,38.45,57.89
Eastern,2018,6,18,469.74,469.73,53.41,73.35
NorthEastern,2018,6,18,30.25,27.01,21.71,27.46
Northern,2018,6,19,667.94,681.48,303.99,211.88
Western,2018,6,19,"1,140.92","1,216.16",16.99,34.26
Southern,2018,6,19,585.20,560.83,38.45,59.83
Eastern,2018,6,19,469.74,483.10,53.41,78.1
NorthEastern,2018,6,19,30.25,30.94,21.71,24.8
Northern,2018,6,20,664.82,773.39,303.99,213.85
Western,2018,6,20,"1,140.92","1,233.13",16.99,33.98
Southern,2018,6,20,585.20,569.83,38.45,75.48
Eastern,2018,6,20,469.74,490.76,53.41,72.12
NorthEastern,2018,6,20,30.25,30.74,21.71,22.42
Northern,2018,6,21,664.82,797.59,303.99,250.69
Western,2018,6,21,"1,125.32","1,259.65",16.99,20.58
Southern,2018,6,21,585.60,562.34,38.45,67.64
Eastern,2018,6,21,476.94,498.97,53.41,71.52
NorthEastern,2018,6,21,30.25,32.10,21.71,21.98
Northern,2018,6,22,665.68,805.07,303.99,263.56
Western,2018,6,22,"1,125.32","1,254.07",16.99,9.88
Southern,2018,6,22,584.98,580.26,38.45,60.64
Eastern,2018,6,22,476.94,510.59,53.41,68.62
NorthEastern,2018,6,22,30.25,32.01,21.71,23.04
Northern,2018,6,23,665.68,812.84,303.99,274.78
Western,2018,6,23,"1,125.32","1,241.67",16.99,11.27
Southern,2018,6,23,571.34,540.37,38.45,49.1
Eastern,2018,6,23,476.94,512.14,53.41,70.7
NorthEastern,2018,6,23,30.25,32.74,21.71,25.32
Northern,2018,6,24,665.68,787.34,303.99,267.82
Western,2018,6,24,"1,136.32","1,166.62",16.99,8.6
Southern,2018,6,24,567.99,481.63,38.45,46.67
Eastern,2018,6,24,473.11,480.27,53.41,68.84
NorthEastern,2018,6,24,30.25,31.15,21.71,23.25
Northern,2018,6,25,658.72,802.55,303.99,277.74
Western,2018,6,25,"1,140.27","1,193.55",16.99,8.95
Southern,2018,6,25,567.99,505.96,38.45,45.81
Eastern,2018,6,25,464.19,486.52,53.41,66.77
NorthEastern,2018,6,25,30.25,30.60,21.71,24.11
Northern,2018,6,26,658.72,746.82,303.99,288.2
Western,2018,6,26,"1,146.67","1,148.05",16.99,13.61
Southern,2018,6,26,576.99,492.81,38.45,42.75
Eastern,2018,6,26,463.11,474.31,53.41,65.96
NorthEastern,2018,6,26,30.25,30.55,21.71,23.56
Northern,2018,6,27,658.72,672.74,303.99,278.12
Western,2018,6,27,"1,162.72","1,161.58",16.99,10.81
Southern,2018,6,27,576.99,478.64,38.45,50.15
Eastern,2018,6,27,463.11,470.65,53.41,63.13
NorthEastern,2018,6,27,30.25,31.39,21.71,22.11
Northern,2018,6,28,658.72,529.28,303.99,286.18
Western,2018,6,28,"1,162.72","1,156.58",16.99,16.04
Southern,2018,6,28,576.99,488.32,38.45,61.18
Eastern,2018,6,28,463.11,453.89,53.41,61.54
NorthEastern,2018,6,28,30.25,30.99,21.71,24.14
Northern,2018,6,29,658.72,555.63,303.99,285.19
Western,2018,6,29,"1,162.72","1,159.51",16.99,18.69
Southern,2018,6,29,572.88,522.63,38.45,68.87
Eastern,2018,6,29,463.11,477.29,53.41,63.37
NorthEastern,2018,6,29,30.25,31.26,21.71,23.18
Northern,2018,6,30,658.72,593.23,303.99,312.89
Western,2018,6,30,"1,162.72","1,214.00",16.99,20.44
Southern,2018,6,30,572.88,521.42,38.45,72.63
Eastern,2018,6,30,463.11,499.53,53.41,58.76
NorthEastern,2018,6,30,30.25,31.00,21.71,23.25
Northern,2018,7,1,645.49,572.79,314.44,325.24
Western,2018,7,1,"1,094.62","1,188.11",21.91,11.66
Southern,2018,7,1,544.82,507.82,62.52,57.36
Eastern,2018,7,1,454.23,477.82,69.16,57.44
NorthEastern,2018,7,1,30.10,30.84,30.46,23.88
Northern,2018,7,2,645.30,575.61,314.44,328.83
Western,2018,7,2,"1,094.62","1,173.11",21.91,16.26
Southern,2018,7,2,544.82,491.86,62.52,50.9
Eastern,2018,7,2,454.23,471.39,69.16,64.17
NorthEastern,2018,7,2,30.10,30.34,30.46,25.77
Northern,2018,7,3,644.14,560.86,314.44,332.48
Western,2018,7,3,"1,094.62","1,097.23",21.91,12.12
Southern,2018,7,3,544.82,497.77,62.52,45.72
Eastern,2018,7,3,449.73,449.38,69.16,64.57
NorthEastern,2018,7,3,30.10,29.88,30.46,29.01
Northern,2018,7,4,644.14,524.93,314.44,325.38
Western,2018,7,4,"1,094.62","1,066.29",21.91,14.02
Southern,2018,7,4,541.49,525.05,62.52,46.01
Eastern,2018,7,4,449.73,447.65,69.16,65.65
NorthEastern,2018,7,4,30.10,30.40,30.46,28.32
Northern,2018,7,5,644.14,604.03,314.44,300.98
Western,2018,7,5,"1,084.37","1,127.95",21.91,15.83
Southern,2018,7,5,541.49,539.76,62.52,45.54
Eastern,2018,7,5,446.73,471.36,69.16,67.16
NorthEastern,2018,7,5,30.10,31.65,30.46,29.15
Northern,2018,7,6,645.02,682.40,314.44,287.11
Western,2018,7,6,"1,099.95","1,144.69",21.91,16.94
Southern,2018,7,6,541.49,538.13,62.52,53.32
Eastern,2018,7,6,446.73,473.75,69.16,68.98
NorthEastern,2018,7,6,30.10,33.69,30.46,26.54
Northern,2018,7,7,645.02,723.03,314.44,304.22
Western,2018,7,7,"1,086.95","1,163.86",21.91,17.93
Southern,2018,7,7,541.49,508.18,62.52,43.66
Eastern,2018,7,7,446.73,490.98,69.16,67.53
NorthEastern,2018,7,7,30.10,34.65,30.46,26.25
Northern,2018,7,8,641.42,682.10,314.44,319.99
Western,2018,7,8,"1,112.08","1,128.11",21.91,10.71
Southern,2018,7,8,541.49,461.24,62.52,41.91
Eastern,2018,7,8,446.73,610.79,69.16,65.88
NorthEastern,2018,7,8,30.10,32.62,30.46,25.21
Northern,2018,7,9,647.51,737.91,314.44,329.56
Western,2018,7,9,"1,112.08","1,165.29",21.91,13.62
Southern,2018,7,9,541.59,482.73,62.52,49.08
Eastern,2018,7,9,446.73,466.35,69.16,68.07
NorthEastern,2018,7,9,30.10,34.01,30.46,24.8
Northern,2018,7,10,633.21,736.07,314.44,334.11
Western,2018,7,10,"1,107.14","1,175.03",21.91,13.87
Southern,2018,7,10,537.37,480.78,62.52,62.2
Eastern,2018,7,10,443.40,468.27,69.16,58.29
NorthEastern,2018,7,10,30.10,34.96,30.46,23.58
Northern,2018,7,11,633.40,703.39,314.44,327.4
Western,2018,7,11,"1,107.14","1,120.81",21.91,13.73
Southern,2018,7,11,546.61,459.91,62.52,55.9
Eastern,2018,7,11,443.40,467.14,69.16,67.67
NorthEastern,2018,7,11,30.10,33.72,30.46,25.71
Northern,2018,7,12,633.40,685.41,314.44,318.31
Western,2018,7,12,"1,107.14","1,124.81",21.91,19.67
Southern,2018,7,12,547.26,444.49,62.52,63.49
Eastern,2018,7,12,443.40,472.70,69.16,68.18
NorthEastern,2018,7,12,30.10,33.44,30.46,25.34
Northern,2018,7,13,633.40,636.05,314.44,312.03
Western,2018,7,13,"1,107.14","1,094.04",21.91,20.04
Southern,2018,7,13,547.26,444.72,62.52,63.62
Eastern,2018,7,13,446.35,459.06,69.16,65.23
NorthEastern,2018,7,13,30.10,32.87,30.46,27.46
Northern,2018,7,14,633.40,599.04,314.44,318.13
Western,2018,7,14,"1,107.14","1,091.29",21.91,22.1
Southern,2018,7,14,547.26,441.31,62.52,63.91
Eastern,2018,7,14,446.35,462.54,69.16,63.32
NorthEastern,2018,7,14,30.10,33.41,30.46,27.39
Northern,2018,7,15,637.99,604.12,314.44,320.79
Western,2018,7,15,"1,103.64","1,050.78",21.91,18.39
Southern,2018,7,15,536.69,422.42,62.52,62.89
Eastern,2018,7,15,445.06,453.67,69.16,64.51
NorthEastern,2018,7,15,30.10,33.33,30.46,24.04
Northern,2018,7,16,634.79,653.35,314.44,314.85
Western,2018,7,16,"1,118.83","1,083.37",21.91,16.56
Southern,2018,7,16,546.40,415.13,62.52,67.01
Eastern,2018,7,16,445.06,443.14,69.16,65.5
NorthEastern,2018,7,16,30.10,33.34,30.46,24.61
Northern,2018,7,17,634.98,637.03,314.44,318.27
Western,2018,7,17,"1,117.90","1,104.81",21.91,17.74
Southern,2018,7,17,549.87,419.15,62.52,78.94
Eastern,2018,7,17,445.06,437.41,69.16,71.55
NorthEastern,2018,7,17,30.10,34.11,30.46,24.09
Northern,2018,7,18,634.98,662.89,314.44,321.33
Western,2018,7,18,"1,128.11","1,126.23",21.91,16.45
Southern,2018,7,18,549.87,446.88,62.52,91.51
Eastern,2018,7,18,445.06,443.31,69.16,76.8
NorthEastern,2018,7,18,30.10,34.82,30.46,22.91
Northern,2018,7,19,634.98,651.67,314.44,333.96
Western,2018,7,19,"1,128.11","1,140.64",21.91,18.57
Southern,2018,7,19,549.87,462.68,62.52,93.95
Eastern,2018,7,19,445.06,450.44,69.16,77.68
NorthEastern,2018,7,19,30.10,33.81,30.46,22.29
Northern,2018,7,20,637.23,634.42,314.44,335.4
Western,2018,7,20,"1,129.73","1,117.72",21.91,16.89
Southern,2018,7,20,559.87,472.76,62.52,94.34
Eastern,2018,7,20,445.06,457.58,69.16,63.61
NorthEastern,2018,7,20,30.10,34.92,30.46,21.31
Northern,2018,7,21,637.23,554.25,314.44,336.38
Western,2018,7,21,"1,120.84","1,079.20",21.91,15.96
Southern,2018,7,21,564.78,450.87,62.52,96.05
Eastern,2018,7,21,445.06,428.00,69.16,56.83
NorthEastern,2018,7,21,30.10,31.64,30.46,21.01
Northern,2018,7,22,650.83,505.30,314.44,335.16
Western,2018,7,22,"1,117.89",974.06,21.91,16.24
Southern,2018,7,22,573.78,426.55,62.52,86.92
Eastern,2018,7,22,445.06,401.62,69.16,58.34
NorthEastern,2018,7,22,30.10,30.67,30.46,23.46
Northern,2018,7,23,650.83,540.27,314.44,315.3
Western,2018,7,23,"1,116.71","1,050.15",21.91,20.45
Southern,2018,7,23,582.56,450.42,62.52,101.16
Eastern,2018,7,23,445.06,435.66,69.16,69.04
NorthEastern,2018,7,23,30.10,30.40,30.46,26.4
Northern,2018,7,24,650.83,571.32,314.44,334.45
Western,2018,7,24,"1,088.10","1,080.71",21.91,24.4
Southern,2018,7,24,572.08,468.73,62.52,106.95
Eastern,2018,7,24,445.06,450.98,69.16,75.42
NorthEastern,2018,7,24,30.10,33.60,30.46,24.3
Northern,2018,7,25,650.83,549.15,314.44,325.77
Western,2018,7,25,"1,090.53","1,036.50",21.91,19.67
Southern,2018,7,25,568.08,482.90,62.52,111.66
Eastern,2018,7,25,450.92,431.95,69.16,73.84
NorthEastern,2018,7,25,30.10,33.70,30.46,24.49
Northern,2018,7,26,658.16,463.16,314.44,301.48
Western,2018,7,26,"1,108.21",976.12,21.91,19.54
Southern,2018,7,26,573.65,472.40,62.52,108.32
Eastern,2018,7,26,452.09,412.88,69.16,74.91
NorthEastern,2018,7,26,30.10,32.95,30.46,23.98
Northern,2018,7,27,658.16,440.49,314.44,307.9
Western,2018,7,27,"1,108.21","1,000.83",21.91,18.65
Southern,2018,7,27,573.65,479.10,62.52,115.43
Eastern,2018,7,27,452.09,424.56,69.16,79.08
NorthEastern,2018,7,27,30.10,33.58,30.46,22.92
Northern,2018,7,28,658.16,452.05,314.44,297.18
Western,2018,7,28,"1,097.91","1,036.85",21.91,21.15
Southern,2018,7,28,573.65,480.37,62.52,114.37
Eastern,2018,7,28,452.09,444.38,69.16,78.22
NorthEastern,2018,7,28,30.10,34.86,30.46,23.74
Northern,2018,7,29,658.15,441.93,314.44,331.92
Western,2018,7,29,"1,097.91","1,067.84",21.91,19.04
Southern,2018,7,29,577.65,462.69,62.52,106.24
Eastern,2018,7,29,452.09,431.32,69.16,74.56
NorthEastern,2018,7,29,30.10,32.58,30.46,23.31
Northern,2018,7,30,658.15,475.79,314.44,349.96
Western,2018,7,30,"1,095.63","1,137.68",21.91,23.76
Southern,2018,7,30,586.15,494.60,62.52,118.13
Eastern,2018,7,30,452.09,474.02,69.16,70.28
NorthEastern,2018,7,30,30.10,31.07,30.46,22.65
Northern,2018,7,31,658.15,529.90,314.44,357.01
Western,2018,7,31,"1,106.43","1,120.73",21.91,19.68
Southern,2018,7,31,590.15,492.32,62.52,98.47
Eastern,2018,7,31,464.09,474.24,69.16,52.0
NorthEastern,2018,7,31,30.10,31.28,30.46,23.82
Northern,2018,8,1,669.65,558.75,327.74,352.26
Western,2018,8,1,"1,094.18","1,134.38",43.32,17.41
Southern,2018,8,1,609.71,495.37,84.41,94.56
Eastern,2018,8,1,443.45,451.18,77.99,50.44
NorthEastern,2018,8,1,30.10,33.12,31.81,26.72
Northern,2018,8,2,669.65,598.95,327.74,348.15
Western,2018,8,2,"1,104.18","1,166.09",43.32,24.76
Southern,2018,8,2,609.71,494.12,84.41,105.75
Eastern,2018,8,2,444.77,444.80,77.99,57.08
NorthEastern,2018,8,2,30.10,32.41,31.81,29.24
Northern,2018,8,3,669.65,612.07,327.74,343.92
Western,2018,8,3,"1,107.12","1,181.37",43.32,23.43
Southern,2018,8,3,609.71,512.28,84.41,108.54
Eastern,2018,8,3,444.77,455.76,77.99,63.57
NorthEastern,2018,8,3,30.10,34.13,31.81,29.51
Northern,2018,8,4,664.65,637.84,327.74,338.35
Western,2018,8,4,"1,107.12","1,178.96",43.32,19.44
Southern,2018,8,4,611.32,506.79,84.41,101.55
Eastern,2018,8,4,448.09,464.57,77.99,80.25
NorthEastern,2018,8,4,30.10,35.77,31.81,26.65
Northern,2018,8,5,667.84,612.98,327.74,332.76
Western,2018,8,5,"1,101.07","1,144.45",43.32,12.51
Southern,2018,8,5,611.32,477.93,84.41,99.07
Eastern,2018,8,5,444.09,451.04,77.99,79.19
NorthEastern,2018,8,5,30.10,33.87,31.81,26.24
Northern,2018,8,6,667.84,594.42,327.74,330.75
Western,2018,8,6,"1,106.92","1,166.65",43.32,16.55
Southern,2018,8,6,611.32,498.24,84.41,98.38
Eastern,2018,8,6,445.40,444.86,77.99,79.49
NorthEastern,2018,8,6,30.10,31.16,31.81,25.92
Northern,2018,8,7,656.82,625.15,327.74,284.99
Western,2018,8,7,"1,106.92","1,214.15",43.32,20.41
Southern,2018,8,7,611.32,495.79,84.41,105.44
Eastern,2018,8,7,445.40,453.80,77.99,76.17
NorthEastern,2018,8,7,30.10,34.48,31.81,24.12
Northern,2018,8,8,655.94,637.84,327.74,291.62
Western,2018,8,8,"1,106.92","1,262.60",43.32,23.29
Southern,2018,8,8,611.32,469.21,84.41,121.15
Eastern,2018,8,8,445.40,453.10,77.99,75.83
NorthEastern,2018,8,8,30.10,35.48,31.81,24.44
Northern,2018,8,9,655.94,672.69,327.74,271.04
Western,2018,8,9,"1,117.18","1,243.99",43.32,19.97
Southern,2018,8,9,611.32,486.37,84.41,124.72
Eastern,2018,8,9,445.40,466.52,77.99,79.67
NorthEastern,2018,8,9,30.10,34.88,31.81,25.98
Northern,2018,8,10,655.94,717.07,327.74,289.19
Western,2018,8,10,"1,111.98","1,231.80",43.32,20.88
Southern,2018,8,10,610.87,479.03,84.41,134.4
Eastern,2018,8,10,430.87,465.25,77.99,83.06
